"lang"
{
  "Language"    "English"
    "DOTA_Tooltip_item_fire_two_bow_shooting_doubled"         "Double Fire II"
    "DOTA_Tooltip_item_fire_two_bow_shooting_doubled_Description"   "Burning all enemy ships in range."
    
    "DOTA_Tooltip_item_fire_three_bow_shooting"             "Fire III"
    "DOTA_Tooltip_item_fire_three_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_fire_three_bow_shooting_doubled"                 "Double Fire III"
    "DOTA_Tooltip_item_fire_three_bow_shooting_doubled_Description"   "Burning all enemy ships in range."
    
    "DOTA_Tooltip_item_fire_ult_bow_shooting"             "Flamethrower"
    "DOTA_Tooltip_item_fire_ult_bow_shooting_Description"       "Burning all enemy ships in range." 
    
    "DOTA_Tooltip_item_fire_ult_bow_shooting_rec"           "Flamethrower"
    "DOTA_Tooltip_item_fire_ult_bow_shooting_rec_Description"     "Burning all enemy ships in range." 
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0303---ICE----------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_ice_bow_shooting"                "Ice I"
    "DOTA_Tooltip_item_ice_bow_shooting_Description"          ""
    
    "DOTA_Tooltip_item_ice_bow_shooting_doubled"            "Double Ice I"
    "DOTA_Tooltip_item_ice_bow_shooting_doubled_Description"      "Shots fired from this gun reduce enemy ships' movement speed."
    
    "DOTA_Tooltip_item_ice_two_bow_shooting"              "Ice II"
    "DOTA_Tooltip_item_ice_two_bow_shooting_Description"        ""
    
    "DOTA_Tooltip_item_ice_two_bow_shooting_doubled"          "Double Ice II"
    "DOTA_Tooltip_item_ice_two_bow_shooting_doubled_Description"    "Shots fired from this gun reduce enemy ships' movement speed."
    
    "DOTA_Tooltip_item_ice_three_bow_shooting"              "Ice III"
    "DOTA_Tooltip_item_ice_three_bow_shooting_Description"        ""
    
    "DOTA_Tooltip_item_ice_three_bow_shooting_doubled"          "Double Ice III"
    "DOTA_Tooltip_item_ice_three_bow_shooting_doubled_Description"    "Shots fired from this gun reduce enemy ships' movement speed."
    
    "DOTA_Tooltip_item_ice_ult_bow_shooting"              "Blizzard"
    "DOTA_Tooltip_item_ice_ult_bow_shooting_Description"        "Shots fired from this gun reduce enemy ships' movement speed."

    "DOTA_Tooltip_item_ice_ult_bow_shooting_rec"            "Blizzard"
    "DOTA_Tooltip_item_ice_ult_bow_shooting_rec_Description"      "Shots fired from this gun reduce enemy ships' movement speed."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0304---WIND---------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_wind_bow_shooting"               "Wind I"
    "DOTA_Tooltip_item_wind_bow_shooting_Description"         ""
    
    "DOTA_Tooltip_item_wind_bow_shooting_doubled"           "Double Wind I"
    "DOTA_Tooltip_item_wind_bow_shooting_doubled_Description"     "Shots fired from this gun deal bonus damage to enemies with lower health."

    "DOTA_Tooltip_item_wind_two_bow_shooting"             "Wind II"
    "DOTA_Tooltip_item_wind_two_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_wind_two_bow_shooting_doubled"         "Double Wind II"
    "DOTA_Tooltip_item_wind_two_bow_shooting_doubled_Description"   "Shots fired from this gun deal bonus damage to enemies with lower health."
    
    "DOTA_Tooltip_item_wind_three_bow_shooting"             "Wind III"
    "DOTA_Tooltip_item_wind_three_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_wind_three_bow_shooting_doubled"         "Double Wind III"
    "DOTA_Tooltip_item_wind_three_bow_shooting_doubled_Description"   "Shots fired from this gun deal bonus damage to enemies with lower health."
    
    "DOTA_Tooltip_item_wind_ult_bow_shooting"             "Tornado"
    "DOTA_Tooltip_item_wind_ult_bow_shooting_Description"       "Shots fired from this gun deal bonus damage to enemies with lower health."
    
    "DOTA_Tooltip_item_wind_ult_bow_shooting_rec"           "Tornado"
    "DOTA_Tooltip_item_wind_ult_bow_shooting_rec_Description"     "Shots fired from this gun deal bonus damage to enemies with lower health."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0305---LIGHT--------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_light_bow_shooting"                "Light I"
    "DOTA_Tooltip_item_light_bow_shooting_Description"          ""
    
    "DOTA_Tooltip_item_light_bow_shooting_doubled"            "Double Light I"
    "DOTA_Tooltip_item_light_bow_shooting_doubled_Description"      "Shots from this weapon illuminate the area around them."
    
    "DOTA_Tooltip_item_light_two_bow_shooting"              "Light II"
    "DOTA_Tooltip_item_light_two_bow_shooting_Description"        ""
    
    "DOTA_Tooltip_item_light_two_bow_shooting_doubled"          "Double Light II"
    "DOTA_Tooltip_item_light_two_bow_shooting_doubled_Description"    "Shots from this weapon illuminate the area around them."
    
    "DOTA_Tooltip_item_light_three_bow_shooting"            "Light III"
    "DOTA_Tooltip_item_light_three_bow_shooting_Description"      ""
    
    "DOTA_Tooltip_item_light_three_bow_shooting_doubled"        "Double Light III"
    "DOTA_Tooltip_item_light_three_bow_shooting_doubled_Description"  "Shots from this weapon illuminate the area around them."
    
    "DOTA_Tooltip_item_light_ult_bow_shooting"              "Radiance"
    "DOTA_Tooltip_item_light_ult_bow_shooting_Description"        "Shots from this weapon illuminate the area around them."

    "DOTA_Tooltip_item_light_ult_bow_shooting_rec"            "Radiance"
    "DOTA_Tooltip_item_light_ult_bow_shooting_rec_Description"      "Shots from this weapon illuminate the area around them."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0306---COAL---------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_coal_bow_shooting"               "Coal I"
    "DOTA_Tooltip_item_coal_bow_shooting_Description"         ""
    
    "DOTA_Tooltip_item_coal_bow_shooting_doubled"           "Double Coal I"
    "DOTA_Tooltip_item_coal_bow_shooting_doubled_Description"     "Shots fired from this gun can stun enemies."
    
    "DOTA_Tooltip_item_coal_two_bow_shooting"             "Coal II"
    "DOTA_Tooltip_item_coal_two_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_coal_two_bow_shooting_doubled"         "Double Coal II"
    "DOTA_Tooltip_item_coal_two_bow_shooting_doubled_Description"   "Shots fired from this gun can stun enemies."
    
    "DOTA_Tooltip_item_coal_three_bow_shooting"             "Coal III"
    "DOTA_Tooltip_item_coal_three_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_coal_three_bow_shooting_doubled"         "Double Coal III"
    "DOTA_Tooltip_item_coal_three_bow_shooting_doubled_Description"   "Shots fired from this gun can stun enemies."
    
    "DOTA_Tooltip_item_coal_ult_bow_shooting"             "Darkness"
    "DOTA_Tooltip_item_coal_ult_bow_shooting_Description"       "Shots fired from this gun can stun enemies."
    
    "DOTA_Tooltip_item_coal_ult_bow_shooting_rec"           "Darkness"
    "DOTA_Tooltip_item_coal_ult_bow_shooting_rec_Description"     "Shots fired from this gun can stun enemies."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0308---PLASMA-------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_Plasma_bow_shooting"               "Plasma I"
    "DOTA_Tooltip_item_Plasma_bow_shooting_Description"         ""
    
    "DOTA_Tooltip_item_Plasma_bow_shooting_doubled"           "Double Plasma I"
    "DOTA_Tooltip_item_Plasma_bow_shooting_doubled_Description"     "Shots fired from this gun temporarily reduce enemy armor."
    
    "DOTA_Tooltip_item_Plasma_two_bow_shooting"             "Plasma II"
    "DOTA_Tooltip_item_Plasma_two_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_Plasma_two_bow_shooting_doubled"         "Double Plasma II"
    "DOTA_Tooltip_item_Plasma_two_bow_shooting_doubled_Description"   "Shots fired from this gun temporarily reduce enemy armor."
    
    "DOTA_Tooltip_item_Plasma_three_bow_shooting"           "Plasma III"
    "DOTA_Tooltip_item_Plasma_three_bow_shooting_Description"     ""
    
    "DOTA_Tooltip_item_Plasma_three_bow_shooting_doubled"       "Double Plasma III"
    "DOTA_Tooltip_item_Plasma_three_bow_shooting_doubled_Description" "Shots fired from this gun temporarily reduce enemy armor."
    
    "DOTA_Tooltip_item_Plasma_ult_bow_shooting"             "Disintegrator"
    "DOTA_Tooltip_item_Plasma_ult_bow_shooting_Description"       "Shots fired from this gun temporarily reduce enemy armor."
    
    "DOTA_Tooltip_item_Plasma_ult_bow_shooting_rec"           "Disintegrator"
    "DOTA_Tooltip_item_Plasma_ult_bow_shooting_rec_Description"     "Shots fired from this gun temporarily reduce enemy armor."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0309---IRON---------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_spin_bow_shooting"               "Iron I"
    "DOTA_Tooltip_item_spin_bow_shooting_Description"         ""
    
    "DOTA_Tooltip_item_spin_bow_shooting_doubled"           "Double Iron I"
    "DOTA_Tooltip_item_spin_bow_shooting_doubled_Description"     "Shots fired from this gun riccochet on impact, hitting another enemy ship."
    
    "DOTA_Tooltip_item_spin_two_bow_shooting"             "Iron II"
    "DOTA_Tooltip_item_spin_two_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_spin_two_bow_shooting_doubled"         "Double Iron II"
    "DOTA_Tooltip_item_spin_two_bow_shooting_doubled_Description"   "Shots fired from this gun fragment on impact, hitting nearby enemy ships."
    
    "DOTA_Tooltip_item_spin_three_bow_shooting"             "Iron III"
    "DOTA_Tooltip_item_spin_three_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_spin_three_bow_shooting_doubled"         "Double Iron III"
    "DOTA_Tooltip_item_spin_three_bow_shooting_doubled_Description"   "Shots fired from this gun fragment on impact, hitting nearby enemy ships."
    
    "DOTA_Tooltip_item_spin_ult_bow_shooting"             "Cluster shuriken"
    "DOTA_Tooltip_item_spin_ult_bow_shooting_Description"       "Shots fired from this gun fragment on impact, hitting nearby enemy ships."

    "DOTA_Tooltip_item_spin_ult_bow_shooting_rec"           "Cluster shuriken"
    "DOTA_Tooltip_item_spin_ult_bow_shooting_rec_Description"     "Shots fired from this gun fragment on impact, hitting nearby enemy ships."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0310---CAULK--------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_caulk_bow_shooting"                "caulk I"
    "DOTA_Tooltip_item_caulk_bow_shooting_Description"          ""
    
    "DOTA_Tooltip_item_caulk_bow_shooting_doubled"            "Double caulk I"
    "DOTA_Tooltip_item_caulk_bow_shooting_doubled_Description"      "Damages enemies near the healed ship."
    
    "DOTA_Tooltip_item_caulk_two_bow_shooting"              "caulk II"
    "DOTA_Tooltip_item_caulk_two_bow_shooting_Description"        ""
    
    "DOTA_Tooltip_item_caulk_two_bow_shooting_doubled"          "Double caulk II"
    "DOTA_Tooltip_item_caulk_two_bow_shooting_doubled_Description"    "Damages enemies near the healed ship."
    
    "DOTA_Tooltip_item_caulk_three_bow_shooting"            "caulk III"
    "DOTA_Tooltip_item_caulk_three_bow_shooting_Description"      ""
    
    "DOTA_Tooltip_item_caulk_three_bow_shooting_doubled"        "Double caulk III"
    "DOTA_Tooltip_item_caulk_three_bow_shooting_doubled_Description"  "Damages enemies near the healed ship."
    
    "DOTA_Tooltip_item_caulk_ult_bow_shooting"              "Caulking Gun"
    "DOTA_Tooltip_item_caulk_ult_bow_shooting_Description"        "Damages enemies near the healed ship."

    "DOTA_Tooltip_item_caulk_ult_bow_shooting_rec"            "Caulking Gun"
    "DOTA_Tooltip_item_caulk_ult_bow_shooting_rec_Description"      "Damages enemies near the healed ship."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0311---BREACH-------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_breach_bow_shooting"               "Breach I"
    "DOTA_Tooltip_item_breach_bow_shooting_Description"         ""
    
    "DOTA_Tooltip_item_breach_bow_shooting_doubled"           "Double Breach I"
    "DOTA_Tooltip_item_breach_bow_shooting_doubled_Description"     "A portion of this missile's damage is dealt as pure damage."
    
    "DOTA_Tooltip_item_breach_two_bow_shooting"             "Breach II"
    "DOTA_Tooltip_item_breach_two_bow_shooting_Description"       ""
    
    "DOTA_Tooltip_item_breach_two_bow_shooting_doubled"         "Double Breach II"
    "DOTA_Tooltip_item_breach_two_bow_shooting_doubled_Description"   "A portion of this missile's damage is dealt as pure damage."
    
    "DOTA_Tooltip_item_breach_three_bow_shooting"           "Breach III"
    "DOTA_Tooltip_item_breach_three_bow_shooting_Description"     ""
    
    "DOTA_Tooltip_item_breach_three_bow_shooting_doubled"       "Double Breach III"
    "DOTA_Tooltip_item_breach_three_bow_shooting_doubled_Description" "A portion of this missile's damage is dealt as pure damage."
    
    "DOTA_Tooltip_item_breach_ult_bow_shooting"             "Missle of Impending Doom"
    "DOTA_Tooltip_item_breach_ult_bow_shooting_Description"       "A portion of this missile's damage is dealt as pure damage."

    "DOTA_Tooltip_item_breach_ult_bow_shooting_rec"           "Missle of Impending Doom"
    "DOTA_Tooltip_item_breach_ult_bow_shooting_rec_Description"     "A portion of this missile's damage is dealt as pure damage."
    
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0312---CHAOS--------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_item_chaos_bow_shooting"                  "Chaos I"
    "DOTA_Tooltip_item_chaos_bow_shooting_Description"            ""
    
    "DOTA_Tooltip_item_chaos_bow_shooting_doubled"              "Double Chaos I"
    "DOTA_Tooltip_item_chaos_bow_shooting_doubled_Description"        "Fully charged shots from this gun sometimes deal bonus damage."
    
    "DOTA_Tooltip_item_chaos_two_bow_shooting"                "Chaos II"
    "DOTA_Tooltip_item_chaos_two_bow_shooting_Description"          ""
    
    "DOTA_Tooltip_item_chaos_two_bow_shooting_doubled"            "Double Chaos II"
    "DOTA_Tooltip_item_chaos_two_bow_shooting_doubled_Description"      "Fully charged shots from this gun sometimes deal bonus damage."
    
    "DOTA_Tooltip_item_chaos_three_bow_shooting"              "Chaos III"
    "DOTA_Tooltip_item_chaos_three_bow_shooting_Description"        ""
    
    "DOTA_Tooltip_item_chaos_three_bow_shooting_doubled"          "Double Chaos III"
    "DOTA_Tooltip_item_chaos_three_bow_shooting_doubled_Description"    "Fully charged shots from this gun sometimes deal bonus damage."
    
    "DOTA_Tooltip_item_chaos_ult_bow_shooting"                "The 5th Horseman"
    "DOTA_Tooltip_item_chaos_ult_bow_shooting_Description"          "Fully charged shots from this gun sometimes deal bonus damage."

    "DOTA_Tooltip_item_chaos_ult_bow_shooting_rec"              "The 5th Horseman"
    "DOTA_Tooltip_item_chaos_ult_bow_shooting_rec_Description"        "Fully charged shots from this gun sometimes deal bonus damage."


    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0313---ABILITIES----------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_fire_pistols"             "Pistols Firing"
    "DOTA_Tooltip_fire_pistols_Description"       "Your crew is giving the enemy what for!"

    "DOTA_Tooltip_bailing_water"            "Bailing Water"
    "DOTA_Tooltip_bailing_water_Description"      "Increased move speed."

    "DOTA_Tooltip_batten_hatches"           "Battened Hatches"
    "DOTA_Tooltip_batten_hatches_Description"     "Increased health regeneration and armor."
    
    "DOTA_Tooltip_tightened_hoops"            "Tightened hoops"
    "DOTA_Tooltip_tightened_hoops_Description"      "Increased health regeneration and armor."
    
    "DOTA_Tooltip_discoing"               "Disco Party"
    "DOTA_Tooltip_discoing_Description"         "Grants vision and evasion."

    "DOTA_Tooltip_fun_aura"               "Fun!"
    "DOTA_Tooltip_fun_aura_Description"         "You are having fun! Incresed health regeneration and movement speed."
    
    "DOTA_Tooltip_remove_vision"            "Underwater"
    "DOTA_Tooltip_remove_vision_Description"      "You are invisible underwater. What can't be seen, can't be hit."

    "DOTA_Tooltip_ramming_speed"            "Reckless Speed"
    "DOTA_Tooltip_ramming_speed_Description"      "You are going dangerously fast."

    "DOTA_Tooltip_above_water"              "Keep Afloat"
    "DOTA_Tooltip_above_water_Description"        "Massively increased armor as your crew tries to keep the boat afloat."

    "DOTA_Tooltip_bilge_mod"              "Flooded"
    "DOTA_Tooltip_bilge_mod_Description"        "Reduced armor and movementspeed as your ship is waterlogged."

    "DOTA_Tooltip_Gunning_it"               "In Overdrive!"
    "DOTA_Tooltip_Gunning_it_Description"         "Moving at incredible speed but burning out your engine."

    "DOTA_Tooltip_fly"                  "Flying"
    "DOTA_Tooltip_fly_Description"            "This unit can fly."

    "DOTA_Tooltip_Pillage_Guns"             "Pillaging"
    "DOTA_Tooltip_Pillage_Guns_Description"       "Damaging and reducing the armor of the target building."
