"addon"
{

	"addon_game_name" 			"Battleships"
		"DOTA_Tooltip_ability_discoship_battleship_Description"					"Grants allies pulsing vision of the surrounding area, and allows all enemy ships to see you. Gain an armor bonus because no one can touch you while you boogie \n\nHigher levels increase your vision area and evasion."
		"DOTA_Tooltip_ability_discoship_battleship_radius"				"VISION RANGE:"
		"DOTA_Tooltip_ability_discoship_battleship_miss_chance"				"ARMOR BONUS:"

		"DOTA_Tooltip_Ability_fun_battleship"								"Fun!"
		"DOTA_Tooltip_ability_fun_battleship_Description"					"You are fun to be around, granting allies bonus movement and regeneration. \n\nHigher levels increase aura AOE and potency."
		"DOTA_Tooltip_ability_fun_battleship_health_regen"				"HEALTH REGEN:"
		"DOTA_Tooltip_ability_fun_battleship_fun_bonus_move_speed"				"MOVEMENT SPEED BONUS:"

		"DOTA_Tooltip_Ability_dive_battleship"								"Dive"
		"DOTA_Tooltip_ability_dive_battleship_Description"					"Momentarily dive underwater, avoiding any incoming projectile, and losing vision of your surroundings. \n\nHigher levels increase duration and cooldown."
		"DOTA_Tooltip_ability_dive_battleship_duration"					"DURATION:"
		
		
		"DOTA_Tooltip_Ability_brewmaster_drunken_haze_bships"								"Share the Booze!"
		"DOTA_Tooltip_ability_brewmaster_drunken_haze_bships_Description"					"Shares booze with the targeted area, slowing the ships and causing them to occasionally miss \n\nHigher levels increase target area and slowing effect."
		
		"DOTA_Tooltip_Ability_ramming_speed_battleship"								"Reckless Speed!"
		"DOTA_Tooltip_ability_ramming_speed_battleship_Description"					"Vastly increases movement speed, but decreases maneuverability. (momentum continues through stuns and holds) \n\nHigher levels increases duration and max speed."
		"DOTA_Tooltip_ability_ramming_speed_battleship_duration"					"DURATION:"
		"DOTA_Tooltip_ability_ramming_speed_battleship_base_speed"					"BASE SPEED:"
		"DOTA_Tooltip_ability_ramming_speed_battleship_accel_boost"					"ACCELERATION:"

		"DOTA_Tooltip_Ability_kunkka_return_bships_battleship"								"Return"
		"DOTA_Tooltip_ability_kunkka_return_bships_battleship_Description"					"Returns the target of Stop Right There back to the original cast point."

		"DOTA_Tooltip_Ability_head_above_water_battleship"								"Head Above Water"
		"DOTA_Tooltip_ability_head_above_water_battleship_Description"					"Focus the crews' efforts on defence, completely eliminating movement and casting in exchange for a massive armor bonus. Breaking the channel ends this armor bonus. \n\nHigher levels increase armor bonus."
		"DOTA_Tooltip_ability_head_above_water_battleship_duration"					"DURATION:"
		"DOTA_Tooltip_ability_head_above_water_battleship_bonus_armor"					"ARMOR:"
		"DOTA_Tooltip_ability_head_above_water_battleship_magic_armor"					"MAGIC ARMOR:"
		
		
		
		"DOTA_Tooltip_Ability_meepo_earthbind_battleship"								"Net"
		"DOTA_Tooltip_ability_meepo_earthbind_battleship_Description"					"Immobilize units in an area for a short time. \n\nHigher levels decrease cool down and increase speed."
		"DOTA_Tooltip_ability_meepo_earthbind_battleship_duration"					"DURATION:"
		"DOTA_Tooltip_ability_meepo_earthbind_battleship_net_speed"					"NET SPEED:"
		
		"DOTA_Tooltip_Ability_sniper_shrapnel_battleship"								"Fire Mortars"
		"DOTA_Tooltip_ability_sniper_shrapnel_battleship_Description"					"Rain mortars down on target area, dealing damage and providing vision.  \n\nHigher levels increase duration and damage."
		"DOTA_Tooltip_ability_sniper_shrapnel_battleship_duration"					"DURATION:"
		"DOTA_Tooltip_ability_sniper_shrapnel_battleship_radius"					"AREA:"
		"DOTA_Tooltip_ability_sniper_shrapnel_battleship_slow_movement_speed"					"MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_sniper_shrapnel_battleship_slow_duration"					"SLOW DURATION:"
		
		"DOTA_Tooltip_Ability_sniper_assassinate_battleship"								"Long Nines"
		"DOTA_Tooltip_ability_sniper_assassinate_battleship_Description"					"Stop your ship to fire a powerful cannon at long range. \n\nHigher levels increase range and damage."
		"DOTA_Tooltip_ability_sniper_assassinate_battleship_projectile_speed"					"PROJECTILE SPEED:"
		"DOTA_Tooltip_ability_sniper_assassinate_battleship_tooltip_range"					"RANGE:"
		
		"DOTA_Tooltip_Ability_skywrath_mage_concussive_shot_battleship"								"Flare"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_battleship_Description"				"Fire a flare that homes in on a random enemy hero. \n\nHigher levels increase flare damage."
"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_battleship_range"				"RANGE:"

		
		
		"DOTA_Tooltip_Ability_pudge_meat_hook_battleship"								"Grab"
		"DOTA_Tooltip_ability_pudge_meat_hook_battleship_Description"					"Shoots out a line and pulls in the first ship it hits. \n\nHigher levels increase damage and range while decreasing cooldown."
		"DOTA_Tooltip_ability_pudge_meat_hook_battleship_hook_speed"					"HOOK SPEED:"
		"DOTA_Tooltip_ability_pudge_meat_hook_battleship_hook_distance"					"RANGE:"


		"DOTA_Tooltip_Ability_morphling_waveform_battleship"								"Big Wake"
		"DOTA_Tooltip_ability_morphling_waveform_battleship_Description"					"Rev your engine for a short burst, thrust forward, and splash enemies with a powerful wake. \n\nHigher levels increase range and damage."
		"DOTA_Tooltip_ability_morphling_waveform_battleship_speed"					"WAVE SPEED:"
		"DOTA_Tooltip_ability_morphling_waveform_battleship_width"					"WAVE WIDTH:"

		"DOTA_Tooltip_ability_speed_boat_wave"                                            "Big Wake"
		"DOTA_Tooltip_ability_speed_boat_wave_Description"                                "Rev your engine for a short burst, thrust forward, and splash enemies with a powerful wake. \n\nHigher levels increase range and damage."
		"DOTA_Tooltip_ability_speed_boat_wave_ball_speed"                                 "WAVE SPEED:"
		"DOTA_Tooltip_ability_speed_boat_wave_damage_radius"                              "WAVE WIDTH:"
		"DOTA_Tooltip_ability_speed_boat_wave_damage_base"                                "DAMAGE:"


		// ******************** ITEMS ********************

		
		"DOTA_Tooltip_Ability_tidehunter_gush_battleship"								"Bilging"
		"DOTA_Tooltip_ability_tidehunter_gush_battleship_Description"					"Fire a blast of water at an enemy ship dealing damage, de-armoring, and slowing for a short time. also restores air to your sub. \n\nHigher levels increase damage and potency."
		"DOTA_Tooltip_ability_tidehunter_gush_battleship_movement_speed"					"SLOW:"
		"DOTA_Tooltip_ability_tidehunter_gush_battleship_armor_bonus"					"DEARMOR:"
		"DOTA_Tooltip_ability_tidehunter_gush_battleship_damage"					"DAMAGE:"
		"DOTA_Tooltip_ability_tidehunter_gush_battleship_duration"					"DURATION:"
		
		
		
		
		
		"DOTA_Tooltip_ability_morphling_waveform_battleship_armor_bonus"					"ARMOR REDUCTION:"
		"DOTA_Tooltip_ability_morphling_waveform_battleship_movement_speed"					"MOVEMENT SPEED REDUCTION:"

		
		"DOTA_Tooltip_Ability_riki_blink_strike_battleship"								"Join the party!"
		"DOTA_Tooltip_ability_riki_blink_strike_battleship_Description"					"Teleport to target friend or foe and join the battle! \n\nHigher levels increase damage."
		"DOTA_Tooltip_ability_riki_blink_strike_battleship_tooltip_range"				"RANGE:"

		"DOTA_Tooltip_Ability_batrider_flaming_lasso_battleship"								"Tug!"
		"DOTA_Tooltip_ability_batrider_flaming_lasso_battleship_Description"					"Snag an enemy unit and pull them along with you while dealing damage. \n\nHigher levels increase duration."
		"DOTA_Tooltip_ability_batrider_flaming_lasso_battleship_duration"				"DURATION:"
		"DOTA_Tooltip_ability_batrider_flaming_lasso_battleship_drag_distance"				"DRAG DISTANCE:"
		"DOTA_Tooltip_ability_batrider_flaming_lasso_battleship_break_distance"				"CHAIN BREAK DISTANCE:"


		"DOTA_Tooltip_Ability_spirit_breaker_charge_of_darkness_battleship"								"Into the Fray!"
		"DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_battleship_Description"					"Charge to the target, increasing your speed along with your excitement for the upcoming battle. Upon reaching the target, they will be stunned for a brief duration. \n\nHigher levels increase duration and speed of charge."
		"DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_battleship_movement_speed"				"MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_battleship_stun_duration"				"STUN:"
		"DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_battleship_vision_radius"				"TARGET VISION RADUS:"

		"DOTA_Tooltip_Ability_gun_it"								"Overcharge!"
		"DOTA_Tooltip_ability_gun_it_Description"					"Overcharge your engine, increasing acceleration at the cost of health. Damage continues until the engine cools off. (momentum continues through stuns and holds)\n\nHigher levels increase base speed bonus."
		"DOTA_Tooltip_ability_gun_it_base_speed"				"BASE SPEED BONUS:"
		"DOTA_Tooltip_ability_gun_it_accel_boost"				"ACCELERATION:"

		"DOTA_Tooltip_Ability_launch_all"									"To The Skies"
		"DOTA_Tooltip_ability_launch_all_Description"					"Launch five fighter jets! Command them to attack your enemies. \n\n Higher levels increase flight time and decrease cooldown."
		"DOTA_Tooltip_ability_launch_all_duration"				"DURATION:"
		
		"DOTA_Tooltip_Ability_launch_craft"									"Launch Bomber"
		"DOTA_Tooltip_ability_launch_craft_Description"					"Launch a powerful bomber loaded with a payload that damages all units and buildings in a line away from and then back to it's launch site..\n\n Higher levels decrease cooldown."
		"DOTA_Tooltip_ability_launch_craft_DAMAGE"				"DAMAGE:"
		
		"DOTA_Tooltip_Ability_gyrocopter_call_down_battleship"									"Hit!"
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_Description"					"Fire a long ranged nuclear strike followed by a less powerful aftershock. \n\n Higher levels increases damage and reduce cooldown."
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_slow_duration_first"				"FIRST NUKE SLOW DURATION:"
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_slow_duration_second"				"SECOND NUKE SLOW DURATION:"
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_damage_first"				"FIRST NUKE DAMAGE:"
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_damage_second"				"SECOND NUKE DAMAGE:"
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_slow_first"				"FIRST NUKE SLOW:"
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_slow_second"				"SECOND NUKE SLOW:"
		"DOTA_Tooltip_ability_gyrocopter_call_down_battleship_radius"				"AREA:"
		
		
		"DOTA_Tooltip_Ability_fly"									"Fly"
		"DOTA_Tooltip_ability_fly_Description"					"This unit can fly"
		

		
		"DOTA_Tooltip_Ability_aircraft_bomb"									"Deploy Payload!"
		"DOTA_Tooltip_ability_aircraft_bomb_Description"					"Drop the bomb and return to base. Mission complete!"

			
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship"									"Ram"
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship_Description"					"Your oarsmen drive forward, dealing damage and pushing all enemy vessels. \n\n Higher levels increase ramming range and damage."
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship_skewer_speed"				"RAM SPEED:"
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship_range"				"RANGE:"
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship_slow_pct"				"SLOW PERCENTAGE:"
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship_skewer_radius"				"RAM AREA:"
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship_slow_duration"				"SLOW DURATION:"
		"DOTA_Tooltip_Ability_magnataur_skewer_battleship_skewer_damage"				"RAM DAMAGE:"
	
		
		"DOTA_Tooltip_Ability_Pillage"									"Pillage"
		"DOTA_Tooltip_Ability_Pillage_Description"						"Target an enemy building to reduce its armor; the Vikings aboard your ship will attack it, dealing damage while the skill is active. \n \n Higher levels increase de-armor effect and damage."
		"DOTA_Tooltip_Ability_Pillage_bonus_armor"						"BUILDING ARMOR REDUCTION:"
		"DOTA_Tooltip_Ability_Pillage_bonus_damage_per_second"			"BUILDING DPS:"
		
			
		"DOTA_Tooltip_Ability_big_boom"									"Visions of Valhalla!"
		"DOTA_Tooltip_Ability_big_boom_Description"					"Valhalla awaits! Activate to deal damage to all nearby boats (friend, foe, and yourself) after four seconds. If you survive you are graces with extra regen briefly. \n \n Higher levels decrease the cooldown."
		"DOTA_Tooltip_Ability_big_boom_vah_dmg"					"DAMAGE:"

		
		"DOTA_Tooltip_Ability_alchemist_goblins_greed_battleship"									"Return on Investment"
		"DOTA_Tooltip_Ability_alchemist_goblins_greed_battleship_Description"					"Swindling the peasantry gives you additional gold. Kill them rapidly to increase this bonus \n \n Higher levels increase bonus gold."
		"DOTA_Tooltip_Ability_alchemist_goblins_greed_battleship_duration"				"RECENT KILL WINDOW:"
		"DOTA_Tooltip_Ability_alchemist_goblins_greed_battleship_bonus_gold"				"BASE BONUS GOLD:"
		"DOTA_Tooltip_Ability_alchemist_goblins_greed_battleship_bonus_bonus_gold"				"EXTRA BONUS GOLD:"
		"DOTA_Tooltip_Ability_alchemist_goblins_greed_battleship_bonus_gold_cap"				"MAX BONUS GOLD:"
	
		
		"DOTA_Tooltip_Ability_drop_craft"									"Deploy Pleasure Cruiser."
		"DOTA_Tooltip_Ability_drop_craft_Description"					"Drop a small, controllable pleasure cruiser to scout and soak up damage. \n\nHigher levels decrease cooldown."
		"DOTA_Tooltip_Ability_drop_craft_duration"					"DURATION:"
		
			
		"DOTA_Tooltip_Ability_doom_bringer_scorched_earth_battleship"				"The Ultimate Tan"
		"DOTA_Tooltip_Ability_doom_bringer_scorched_earth_battleship_Description"					"Soak up the sun! Channel UV radiation around you, causing damage to enemy ships but doing wonders for your skin! \n \n Higher levels increase damage, and your tan."
		"DOTA_Tooltip_Ability_doom_bringer_scorched_earth_battleship_damage_per_second"					"DPS / HEAL PER SECOND:"
		"DOTA_Tooltip_Ability_doom_bringer_scorched_earth_battleship_radius"					"RADIUS:"
